zipcode,percentage_asian,percentage_black,percentage_two_or_more,percentage_white,percentage_other
65264,0.0,0.007122507122507123,0.0,0.9914529914529915,0.0
65265,0.0032780436635415984,0.056841277125811315,0.033436045368124306,0.8905789025109815,0.010751983216416443
65260,0.0,0.007911392405063292,0.006329113924050633,0.9794303797468354,0.004746835443037975
65261,0.0,0.0010131712259371835,0.00303951367781155,0.9929078014184397,0.0
65262,0.0009049773755656109,0.02262443438914027,0.0,0.9755656108597285,0.0
65263,0.006134969325153374,0.0,0.01278118609406953,0.9775051124744376,0.0
92886,0.1583350462487153,0.011346351490236382,0.046659815005138744,0.7637204522096609,0.01527235354573484
92887,0.19504782781984856,0.006974890394579514,0.05315862893583101,0.7297728178557195,0.01434834595456357
92882,0.09366139993446267,0.032355497300146745,0.03482027098263261,0.7387339896564988,0.0883044351679038
92883,0.09636517328825021,0.06649760495914342,0.04802604802604803,0.7159763313609467,0.06634106634106635
92880,0.2346538536968033,0.07521082565208864,0.04522128521932405,0.535758645486043,0.09462639733281035
92881,0.12615028338107137,0.060119446645133766,0.03924675482966665,0.7127795721859955,0.043329879943933204
48912,0.030286282745661544,0.16325853874212445,0.07455510113849895,0.6948159610920748,0.028628274566154525
32224,0.05622404429773187,0.0768022574805665,0.028298370780534553,0.8236343307421999,0.011047811734639548
32225,0.06960315009264978,0.17286905497220506,0.037484558369363805,0.7027872143298333,0.015827671402100063
32226,0.02529481132075472,0.12924528301886792,0.05813679245283019,0.7755896226415094,0.011674528301886792
32227,0.02466281310211946,0.17071290944123313,0.06165703275529865,0.6859344894026975,0.047398843930635835
32220,0.012620148213368553,0.14637904468412943,0.011739672756621909,0.8107711497542006,0.01841661163695062
32221,0.03736307376642287,0.24307509018102394,0.04040771751001092,0.6570142634940597,0.015984379653837245
32222,0.04420479937821821,0.23268240551831343,0.1232876712328767,0.5767997668318274,0.00816088603905567
32223,0.04078421880672879,0.03832344991730203,0.027431522046068822,0.8851103311952883,0.006898220985114365
32228,0.010869565217391304,0.2554347826086957,0.0,0.7282608695652174,0.0
98109,0.09789304526381573,0.03316668154629051,0.048076064637085976,0.8019373270243728,0.012275689670565129
98108,0.39924032864043596,0.15403988274637712,0.0695677304818133,0.32075471698113206,0.03265761116386607
3748,0.008287895310796075,0.014612868047982551,0.0,0.9731733914940022,0.0023991275899672847
75287,0.07689750909162006,0.24220857936104484,0.0453212372424041,0.5727525124154381,0.058929339537793765
98104,0.25588101381089695,0.15670056154196388,0.04636515404461982,0.4783730459857338,0.03908028532402489
98107,0.06582356299126157,0.010890089140649014,0.049356694331006014,0.8611952751064857,0.009484916348307205
3745,0.01559177888022679,0.0,0.008504606661941885,0.9737774627923459,0.0
98101,0.12282487967419474,0.05090707145501666,0.043502406516105145,0.73870788596816,0.02425027767493521
3743,0.003236245954692557,0.003595828838547285,0.010643653362099964,0.9767709457029845,0.005393743257820928
3740,0.011594202898550725,0.0,0.007246376811594203,0.9797101449275363,0.0
3741,0.0,0.0,0.02441336809670538,0.9753496089120645,0.0
98647,0.0,0.0,0.2217741935483871,0.7741935483870968,0.0
98644,0.0,0.0,0.10914454277286136,0.887905604719764,0.0
57661,0.0,0.0,0.0,0.1322314049586777,0.0
57660,0.0,0.0,0.02564102564102564,0.9487179487179487,0.0
98645,0.0,0.0,0.020100502512562814,0.9790619765494137,0.0
98642,0.02405645903651427,0.004786744400122737,0.030438784903344583,0.9199140840748696,0.008039275851488186
98640,0.00026504108136761196,0.005035780545984627,0.045056983832494034,0.9334746885767294,0.0023853697323085077
52101,0.013619240799768183,0.011445957693422196,0.007534048101999421,0.9601564763836569,0.00325992465951898
73858,0.007628734901462174,0.0,0.034329307056579786,0.9446916719643992,0.008900190718372537
60018,0.10675899131872675,0.014572137246796197,0.017293647512746313,0.6965343805980433,0.16156814110513987
60014,0.030446465481603967,0.018788755684167012,0.011740388590326582,0.9175899131872675,0.019946258784621744
60015,0.044933148242858184,0.008950098633740045,0.009425001826550742,0.9315408782055965,0.00452984583911741
60016,0.21955352778230405,0.03604366954538048,0.015333224702623431,0.6712726087664983,0.05453804790614307
60010,0.10522997951234887,0.006416462165387126,0.016367606997320847,0.8681135601233761,0.003016862912848684
60012,0.02165458723705144,0.00265158211065936,0.013964999116139297,0.9549231041187909,0.006717341347003712
60013,0.024883774102583644,0.009793460864263394,0.013223077509336179,0.9227574117826385,0.029304168889566343
21930,0.0,0.0,0.0,0.9921875,0.0
69211,0.0,0.0,0.0,0.9916666666666667,0.0
29654,0.0,0.09767713091651278,0.022451161434541744,0.8774419282729128,0.0
72457,0.0,0.0,0.0,0.9915254237288136,0.0
79404,0.0029638943775821807,0.26693012394467397,0.03799173702173522,0.5891862762708819,0.09547332495060176
6811,0.0664250827162439,0.07244367417677643,0.024011343942019852,0.783393729320939,0.05164644714038128
6810,0.05205022562291544,0.07378850304100451,0.047792819305473806,0.5634098489307435,0.25925053953305865
6812,0.012926136363636364,0.004545454545454545,0.020525568181818183,0.9264204545454545,0.034588068181818185
79407,0.025860130425005623,0.05559928041376209,0.01787722059815606,0.8440521700022487,0.04913424780751068
72454,0.001820756625531054,0.0028322880841594174,0.020230629172567266,0.9516487962775643,0.023265223548452358
79401,0.041361256544502616,0.1180628272251309,0.04450261780104712,0.7445026178010471,0.04253926701570681
24147,0.0017391304347826088,0.0017391304347826088,0.014782608695652174,0.9608695652173913,0.02
37306,0.0,0.0133885878227606,0.013707363723302519,0.9674848581447243,0.005100414408670704
37307,0.0,0.0027717283706196793,0.02138190457335181,0.9683231043357751,0.001187883587408434
24142,0.026475849731663684,0.15026833631484796,0.0518783542039356,0.7499105545617174,0.017173524150268335
37301,0.0,0.0054017555705604325,0.1424713031735314,0.8298446995273464,0.0
37302,0.010488545404361027,0.03394976538780017,0.01849296163400497,0.933204526635385,0.0035881865857024567
24141,0.010072144664105687,0.061369811674318375,0.021315468940316686,0.9015740653986696,0.005106343108779162
37308,0.0,0.0,0.011439842209072978,0.9881656804733728,0.0
37309,0.0,0.03842794759825328,0.01834061135371179,0.9371179039301311,0.0004366812227074236
24148,0.0029231995748073346,0.1486845601913367,0.009832580387988307,0.8238107892638852,0.012755779962795642
24149,0.0,0.0,0.0,0.9894496720844026,0.010265183917878529
37078,0.0,0.0,0.0,0.9981981981981982,0.0
12019,0.01591244796562374,0.014368201960521016,0.035047670202766217,0.9337317040418961,0.0008728346985363234
33755,0.0167255691624887,0.27525273280184104,0.020835045615188626,0.666721459686036,0.01943782362127065
